CustomerID,Gender,Age,Tenure,Contract Type,Monthly Charges,Total Charges,Internet Service,Payment Method,Churn
C12130,Male,37,6,Yearly,32,206,Fiber,Cash,Yes
C12131,Female,66,32,Quarterly,102,3245,Cable,Credit Card,No
C12132,Male,64,2,Monthly,54,124,Wireless,Bank Transfer,No
C12133,Female,70,65,Monthly,132,8599,Fiber,Cash,No
C12134,Female,41,30,Quarterly,76,2287,DSL,Cash,No
C12135,Female,48,20,Quarterly,97,1934,DSL,Bank Transfer,No
C12136,Female,32,30,Yearly,126,3762,Cable,Debit Card,No
C12137,Male,73,54,Yearly,85,4582,Wireless,Cash,No
C12138,Male,56,44,Monthly,126,5540,Fiber,Debit Card,No
C12139,Male,24,46,Monthly,118,5444,Fiber,UPI,No
C12140,Female,25,37,Monthly,105,3902,DSL,Bank Transfer,Yes
C12141,Female,41,42,Monthly,62,2603,Fiber,Bank Transfer,Yes
C12142,Female,36,58,Yearly,40,2321,Wireless,Bank Transfer,No
C12143,Female,54,55,Quarterly,146,8038,Cable,Bank Transfer,No
C12144,Male,48,61,Quarterly,67,4103,Fiber,Debit Card,No
C12145,Female,54,9,Monthly,127,1135,DSL,UPI,No
C12146,Female,55,39,Yearly,112,4382,Wireless,Bank Transfer,Yes
C12147,Female,62,59,Quarterly,145,8536,Wireless,Credit Card,No
C12148,Male,45,68,Monthly,70,4743,DSL,Debit Card,No
C12149,Female,29,5,Monthly,72,373,Cable,Cash,No
C12150,Male,35,52,Monthly,120,6228,Wireless,UPI,No
C12151,Male,47,72,Quarterly,66,4735,Cable,Credit Card,No
C12152,Female,39,21,Monthly,53,1101,DSL,Debit Card,Yes
C12153,Female,48,22,Monthly,136,2991,Fiber,Cash,No
C12154,Male,68,46,Yearly,90,4150,Fiber,UPI,No
C12155,Female,60,16,Yearly,50,795,Wireless,Bank Transfer,Yes
C12156,Female,67,38,Monthly,106,4013,Wireless,UPI,Yes
C12157,Male,56,35,Quarterly,53,1843,Wireless,UPI,No
C12158,Female,47,66,Quarterly,51,3354,Wireless,Cash,No
C12159,Female,72,52,Monthly,76,3949,Cable,UPI,No
C12160,Male,49,1,Yearly,67,64,Wireless,Cash,No
C12161,Male,24,17,Yearly,64,1085,Fiber,Bank Transfer,No
C12162,Female,52,29,Quarterly,82,2388,Cable,Bank Transfer,No
C12163,Male,61,1,Monthly,137,127,Fiber,UPI,No
C12164,Female,40,65,Quarterly,146,9496,Wireless,Bank Transfer,No
C12165,Female,32,44,Monthly,32,1426,Cable,Debit Card,Yes
C12166,Female,69,71,Monthly,56,3987,Wireless,Bank Transfer,No
C12167,Female,39,23,Monthly,37,849,DSL,Bank Transfer,Yes
C12168,Female,38,7,Quarterly,85,605,Cable,Bank Transfer,No
C12169,Male,49,34,Yearly,89,3019,Cable,Cash,No
C12170,Male,62,51,Yearly,55,2803,Fiber,Credit Card,No
C12171,Female,43,38,Monthly,68,2569,DSL,UPI,No
C12172,Male,37,41,Quarterly,124,5084,DSL,Credit Card,No
C12173,Female,66,23,Yearly,52,1181,Wireless,Credit Card,No
C12174,Male,46,41,Monthly,138,5678,Wireless,Debit Card,No
C12175,Female,60,60,Quarterly,54,3256,Fiber,Credit Card,No
C12176,Male,68,48,Yearly,37,1772,Fiber,Bank Transfer,No
C12177,Male,60,54,Quarterly,133,7182,DSL,Bank Transfer,No
C12178,Male,31,7,Monthly,148,1048,Wireless,Credit Card,Yes
C12179,Female,50,22,Monthly,66,1472,Fiber,Cash,No
C12180,Male,25,3,Yearly,104,299,Fiber,Bank Transfer,No
C12181,Male,54,51,Yearly,50,2550,Fiber,UPI,Yes
C12182,Female,34,9,Quarterly,78,700,Cable,UPI,No
C12183,Male,62,52,Monthly,42,2167,DSL,Debit Card,No
C12184,Female,28,71,Yearly,133,9463,DSL,Credit Card,Yes
C12185,Female,73,12,Quarterly,128,1538,DSL,UPI,No
C12186,Male,64,68,Yearly,148,10059,Wireless,UPI,No
C12187,Female,21,29,Monthly,31,886,Wireless,Cash,No
C12188,Male,35,66,Monthly,96,6343,Fiber,UPI,No
C12189,Female,34,15,Monthly,37,539,Wireless,Credit Card,Yes
C12190,Female,71,55,Quarterly,104,5706,Cable,Credit Card,No
C12191,Female,30,72,Yearly,54,3903,Cable,Cash,No
C12192,Female,56,20,Monthly,35,712,Wireless,Cash,Yes
C12193,Male,22,36,Monthly,57,2067,Cable,UPI,No
C12194,Male,37,5,Quarterly,91,436,Wireless,UPI,No
C12195,Male,62,54,Yearly,77,4142,DSL,Bank Transfer,Yes
C12196,Male,33,54,Monthly,45,2426,Fiber,Cash,Yes
C12197,Male,50,34,Yearly,150,5098,Cable,Cash,No
C12198,Male,29,67,Quarterly,115,7688,Wireless,UPI,No
C12199,Male,46,12,Quarterly,132,1601,Cable,Credit Card,No
C12200,Male,23,48,Yearly,57,2729,Wireless,UPI,No
C12201,Female,47,16,Monthly,139,2229,Fiber,Credit Card,No
C12202,Female,29,34,Monthly,143,4869,Wireless,UPI,No
C12203,Male,70,17,Quarterly,73,1256,Cable,UPI,No
C12204,Male,59,62,Monthly,92,5688,Fiber,UPI,No
C12205,Female,62,9,Yearly,51,443,Wireless,Cash,No
C12206,Female,59,13,Monthly,96,1260,DSL,Cash,No
C12207,Female,31,18,Monthly,117,2098,DSL,UPI,No
C12208,Male,30,42,Monthly,73,3057,Cable,Credit Card,No
C12209,Female,27,34,Monthly,91,3111,Cable,Debit Card,Yes
C12210,Female,73,7,Yearly,91,656,DSL,Cash,No
C12211,Female,68,56,Monthly,132,7412,DSL,Bank Transfer,Yes
C12212,Female,59,7,Quarterly,37,249,Cable,UPI,No
C12213,Female,27,38,Yearly,67,2536,Wireless,Bank Transfer,No
C12214,Male,63,63,Quarterly,32,2007,Cable,UPI,No
C12215,Female,38,60,Quarterly,128,7675,DSL,Debit Card,Yes
C12216,Male,68,55,Quarterly,117,6441,Fiber,Cash,No
C12217,Female,58,24,Monthly,90,2150,Cable,Credit Card,No
C12218,Female,70,56,Monthly,33,1853,Cable,Bank Transfer,No
C12219,Female,38,36,Quarterly,141,5064,Cable,Cash,Yes
C12220,Female,68,21,Monthly,124,2623,Fiber,Cash,No
C12221,Female,31,57,Yearly,71,4058,Cable,Bank Transfer,No
C12222,Female,30,12,Yearly,84,1007,DSL,UPI,No
C12223,Male,75,72,Yearly,55,3975,Cable,Credit Card,No
C12224,Female,72,55,Yearly,139,7660,Cable,UPI,Yes
C12225,Female,71,56,Yearly,112,6257,Wireless,Bank Transfer,No
C12226,Female,43,56,Yearly,67,3765,Cable,Cash,No
C12227,Female,21,62,Monthly,121,7487,Cable,Cash,Yes
C12228,Male,29,64,Monthly,140,8960,Fiber,Bank Transfer,Yes
C12229,Male,42,8,Quarterly,37,293,DSL,Credit Card,No
C12230,Female,26,55,Monthly,98,5379,DSL,Cash,No
C12231,Female,41,21,Quarterly,116,2446,Wireless,UPI,No
C12232,Male,40,25,Monthly,128,3189,Cable,Cash,No
C12233,Male,51,58,Monthly,99,5757,Fiber,Debit Card,No
C12234,Female,63,15,Monthly,44,669,Cable,UPI,Yes
C12235,Female,29,60,Monthly,92,5538,Fiber,UPI,Yes
C12236,Female,34,48,Quarterly,41,1957,DSL,Credit Card,Yes
C12237,Male,66,15,Yearly,30,447,DSL,Cash,No
C12238,Female,37,21,Quarterly,113,2379,DSL,UPI,No
C12239,Female,65,71,Monthly,118,8387,DSL,UPI,No
C12240,Female,24,18,Monthly,59,1066,Fiber,Debit Card,No
C12241,Male,20,11,Yearly,145,1577,Fiber,UPI,No
C12242,Female,53,62,Quarterly,146,9036,DSL,Cash,No
C12243,Female,43,6,Monthly,141,826,Fiber,Credit Card,Yes
C12244,Female,55,26,Monthly,148,3861,Cable,Debit Card,Yes
C12245,Female,54,20,Monthly,89,1787,Wireless,Bank Transfer,No
C12246,Male,51,28,Monthly,124,3489,Fiber,UPI,Yes
C12247,Female,55,19,Monthly,67,1287,Wireless,Debit Card,No
C12248,Female,32,54,Yearly,105,5653,Cable,Credit Card,No
C12249,Male,69,71,Monthly,147,10452,DSL,Debit Card,Yes
C12250,Female,72,53,Yearly,53,2829,DSL,Cash,No
C12251,Female,28,39,Yearly,112,4359,Cable,Debit Card,No
C12252,Female,40,5,Monthly,36,163,Wireless,Debit Card,No
C12253,Male,65,38,Yearly,54,2035,Fiber,UPI,No
C12254,Male,69,26,Yearly,122,3182,DSL,Cash,No
C12255,Male,52,46,Monthly,76,3508,Fiber,Bank Transfer,No
C12256,Female,61,22,Monthly,139,3038,Fiber,UPI,Yes
C12257,Female,60,2,Yearly,105,229,Wireless,UPI,No
C12258,Male,43,12,Quarterly,50,607,Cable,Credit Card,No
C12259,Female,65,65,Yearly,52,3390,Cable,Cash,No
C12260,Male,66,61,Yearly,77,4681,Fiber,Debit Card,Yes
C12261,Male,46,11,Monthly,77,834,Fiber,UPI,No
C12262,Female,45,17,Quarterly,106,1815,Cable,Credit Card,No
C12263,Female,73,5,Monthly,91,447,Wireless,Bank Transfer,Yes
C12264,Male,32,27,Monthly,44,1176,Wireless,Bank Transfer,No
C12265,Female,64,36,Quarterly,131,4713,Cable,UPI,No
C12266,Male,24,17,Monthly,70,1201,Cable,Credit Card,No
C12267,Male,29,39,Quarterly,33,1289,Cable,UPI,No
C12268,Male,71,59,Monthly,57,3382,Fiber,UPI,No
C12269,Female,37,21,Yearly,115,2430,Cable,Debit Card,No
C12270,Male,64,36,Monthly,65,2348,DSL,Bank Transfer,No
C12271,Male,54,36,Yearly,39,1412,Wireless,Debit Card,No
C12272,Female,50,72,Yearly,77,5540,Wireless,Cash,No
C12273,Male,39,56,Yearly,121,6769,Cable,Bank Transfer,No
C12274,Male,42,3,Yearly,64,180,Cable,Debit Card,No
C12275,Female,22,31,Monthly,127,3939,Cable,Credit Card,Yes
C12276,Male,27,60,Yearly,149,8934,Cable,UPI,No
C12277,Male,41,26,Yearly,91,2385,Wireless,Bank Transfer,No
C12278,Female,46,8,Quarterly,53,440,DSL,Bank Transfer,No
C12279,Male,47,4,Monthly,64,257,Fiber,Cash,No
C12280,Male,26,69,Monthly,72,4958,Cable,Bank Transfer,Yes
C12281,Male,61,5,Yearly,113,574,Wireless,Cash,No
C12282,Male,41,59,Monthly,40,2380,Fiber,Cash,Yes
C12283,Male,19,2,Quarterly,43,95,Fiber,Debit Card,Yes
C12284,Male,33,39,Quarterly,135,5274,Wireless,Bank Transfer,Yes
C12285,Male,36,63,Monthly,105,6627,Cable,Credit Card,No
C12286,Male,40,23,Monthly,117,2704,Wireless,Bank Transfer,No
C12287,Female,40,45,Yearly,97,4380,Fiber,Bank Transfer,Yes
C12288,Female,67,58,Monthly,54,3149,DSL,Debit Card,No
C12289,Female,43,51,Monthly,49,2490,Fiber,UPI,No
C12290,Male,18,15,Quarterly,31,461,Cable,Debit Card,No
C12291,Female,22,23,Quarterly,146,3360,Fiber,Debit Card,No
C12292,Male,19,34,Yearly,74,2512,Wireless,UPI,No
C12293,Male,74,58,Monthly,71,4125,Cable,Cash,Yes
C12294,Male,51,13,Monthly,129,1662,Fiber,Credit Card,Yes
C12295,Male,21,44,Monthly,149,6545,Wireless,Bank Transfer,No
C12296,Female,58,60,Monthly,55,3307,Wireless,UPI,No
C12297,Male,50,17,Monthly,125,2121,Fiber,Cash,No
C12298,Male,20,61,Monthly,77,4706,Fiber,Cash,Yes
C12299,Male,44,32,Yearly,137,4397,Cable,Cash,No
C12300,Female,72,61,Monthly,137,8346,Fiber,Bank Transfer,No
C12301,Male,37,28,Monthly,39,1086,Cable,Bank Transfer,No
C12302,Female,63,63,Monthly,34,2125,Cable,Cash,No
C12303,Male,39,46,Yearly,45,2050,Cable,Debit Card,No
C12304,Male,18,2,Monthly,146,312,Cable,UPI,No
C12305,Male,64,5,Monthly,132,661,Fiber,Bank Transfer,Yes
C12306,Male,64,18,Monthly,113,2048,DSL,Cash,No
C12307,Male,39,17,Quarterly,32,547,Fiber,Credit Card,No
C12308,Male,45,1,Yearly,150,133,DSL,Bank Transfer,No
C12309,Female,30,18,Monthly,75,1366,Wireless,Bank Transfer,No
C12310,Male,26,64,Monthly,66,4217,Wireless,UPI,No
C12311,Male,57,47,Monthly,119,5576,Fiber,Cash,Yes
C12312,Male,27,50,Monthly,105,5259,DSL,UPI,No
C12313,Male,37,19,Yearly,81,1532,DSL,Credit Card,Yes
C12314,Male,21,41,Yearly,31,1253,Cable,Credit Card,No
C12315,Male,65,10,Yearly,131,1319,DSL,UPI,No
C12316,Male,23,11,Monthly,124,1378,Fiber,Cash,Yes
C12317,Female,51,24,Monthly,63,1505,Cable,Cash,No
C12318,Male,74,37,Yearly,83,3059,Cable,Cash,No
C12319,Female,69,69,Monthly,59,4077,Wireless,Bank Transfer,Yes
C12320,Male,41,23,Monthly,146,3355,DSL,Credit Card,No
C12321,Female,64,53,Yearly,85,4516,DSL,Debit Card,No
C12322,Female,67,55,Monthly,60,3312,Fiber,Cash,No
C12323,Male,50,17,Monthly,148,2536,DSL,Debit Card,No
C12324,Female,35,23,Monthly,73,1682,Wireless,Credit Card,Yes
C12325,Female,65,57,Monthly,146,8329,Cable,Cash,No
C12326,Female,48,1,Yearly,101,106,Fiber,Bank Transfer,No
C12327,Male,52,68,Monthly,62,4221,Cable,Credit Card,No
C12328,Male,72,54,Monthly,111,6002,Fiber,Credit Card,No
C12329,Male,68,27,Monthly,64,1740,Cable,Bank Transfer,No
C12330,Female,61,27,Yearly,149,4026,Fiber,Cash,No
C12331,Male,21,34,Monthly,95,3222,Wireless,Debit Card,Yes
C12332,Male,42,54,Monthly,87,4699,Cable,Debit Card,No
C12333,Female,23,68,Monthly,114,7767,Fiber,Debit Card,No
C12334,Male,32,22,Quarterly,139,3064,DSL,Cash,No
C12335,Female,23,33,Monthly,64,2123,Wireless,UPI,No
C12336,Female,32,42,Quarterly,33,1393,DSL,Cash,No
C12337,Female,50,35,Monthly,132,4619,Fiber,Cash,Yes
C12338,Female,32,41,Quarterly,90,3685,DSL,Bank Transfer,No
C12339,Male,30,46,Monthly,144,6636,DSL,Debit Card,Yes
C12340,Female,56,66,Yearly,90,5952,Fiber,Bank Transfer,No
C12341,Female,56,40,Monthly,146,5836,DSL,Cash,Yes
C12342,Male,65,38,Monthly,80,3046,Wireless,Cash,No
C12343,Male,55,2,Monthly,148,281,Cable,Debit Card,No
C12344,Female,54,14,Monthly,149,2093,Fiber,UPI,No
C12345,Male,50,25,Quarterly,91,2269,Wireless,Bank Transfer,No
C12346,Female,50,16,Quarterly,93,1496,Wireless,Credit Card,No
C12347,Female,25,15,Monthly,57,838,Wireless,Debit Card,No
C12348,Male,41,56,Quarterly,82,4593,Fiber,Bank Transfer,No
C12349,Female,60,44,Yearly,140,6143,Wireless,Cash,No
C12350,Female,73,38,Monthly,51,1955,Cable,Credit Card,No
C12351,Female,45,26,Quarterly,135,3503,DSL,Credit Card,No
C12352,Female,28,52,Yearly,70,3624,Fiber,Credit Card,Yes
C12353,Female,29,15,Monthly,54,826,Cable,Bank Transfer,No
C12354,Male,58,27,Quarterly,94,2544,Fiber,Credit Card,No
C12355,Female,62,60,Quarterly,49,2955,DSL,Debit Card,No
C12356,Male,22,36,Yearly,130,4676,Wireless,Debit Card,No
C12357,Male,48,10,Monthly,121,1221,Fiber,Bank Transfer,No
C12358,Male,66,4,Quarterly,71,301,Fiber,Bank Transfer,No
C12359,Female,43,69,Yearly,89,6123,Fiber,Credit Card,No
C12360,Male,60,69,Monthly,33,2283,Fiber,Cash,No
C12361,Male,58,6,Yearly,104,612,Wireless,UPI,Yes
C12362,Female,67,37,Quarterly,139,5146,DSL,UPI,No
C12363,Male,32,62,Monthly,102,6320,DSL,UPI,No
C12364,Male,19,45,Monthly,149,6695,Cable,Bank Transfer,No
C12365,Female,51,59,Quarterly,52,3088,DSL,Credit Card,No
C12366,Male,65,38,Monthly,111,4218,Cable,Credit Card,No
C12367,Female,60,43,Monthly,112,4796,DSL,Credit Card,No
C12368,Female,56,66,Monthly,101,6658,Fiber,Debit Card,No
C12369,Female,43,58,Monthly,101,5877,Wireless,Bank Transfer,No
C12370,Female,22,16,Monthly,70,1112,DSL,Credit Card,No
C12371,Male,47,65,Yearly,141,9174,Cable,Cash,No
C12372,Male,70,12,Yearly,102,1214,Wireless,Debit Card,No
C12373,Female,18,34,Yearly,59,2023,DSL,Debit Card,No
C12374,Male,21,30,Quarterly,30,905,DSL,Debit Card,No
C12375,Male,53,44,Monthly,95,4162,Wireless,Cash,No
C12376,Male,34,9,Monthly,83,754,Wireless,Cash,Yes
C12377,Male,68,28,Monthly,111,3090,DSL,UPI,No
C12378,Male,19,9,Monthly,123,1103,DSL,Debit Card,Yes
C12379,Female,28,69,Yearly,89,6147,DSL,Bank Transfer,No
C12380,Male,55,71,Monthly,62,4418,Wireless,Bank Transfer,No
C12381,Male,33,37,Monthly,30,1111,Wireless,Bank Transfer,No
C12382,Female,54,44,Yearly,90,3944,Fiber,Cash,No
C12383,Female,42,25,Monthly,71,1778,Cable,Cash,No
C12384,Female,25,2,Monthly,66,119,Wireless,Debit Card,No
C12385,Male,37,63,Monthly,128,8078,Cable,Bank Transfer,Yes
C12386,Male,49,57,Monthly,110,6255,DSL,Credit Card,No
C12387,Male,66,43,Yearly,32,1394,Wireless,Bank Transfer,No
C12388,Female,66,10,Monthly,131,1322,Cable,Bank Transfer,No
C12389,Female,47,30,Yearly,30,900,Cable,Bank Transfer,No
C12390,Male,67,46,Monthly,144,6608,Wireless,Cash,No
C12391,Female,31,72,Monthly,138,9956,Cable,Credit Card,Yes
C12392,Male,27,43,Yearly,73,3151,Fiber,Cash,Yes
C12393,Female,45,35,Monthly,54,1886,Cable,UPI,No
C12394,Female,22,22,Monthly,59,1310,Wireless,Debit Card,No
C12395,Male,64,28,Yearly,142,3965,Fiber,Debit Card,No
C12396,Female,58,69,Monthly,131,9046,Cable,Bank Transfer,Yes
C12397,Female,18,20,Monthly,138,2753,Wireless,Debit Card,No
C12398,Male,64,2,Monthly,54,98,Fiber,Credit Card,No
C12399,Male,54,3,Monthly,145,432,Wireless,Debit Card,No
C12400,Male,26,72,Monthly,90,6472,DSL,UPI,No
C12401,Male,20,47,Quarterly,102,4781,Wireless,Cash,No
C12402,Male,55,29,Monthly,102,2960,Wireless,Cash,Yes
C12403,Female,64,15,Quarterly,103,1554,DSL,Debit Card,No
C12404,Female,48,28,Quarterly,89,2490,Cable,Cash,Yes
C12405,Female,71,15,Quarterly,77,1161,Cable,UPI,No
C12406,Female,47,54,Yearly,74,3994,Fiber,UPI,No
C12407,Male,40,32,Yearly,90,2876,Fiber,Debit Card,No
C12408,Female,71,9,Monthly,54,479,DSL,Credit Card,No
C12409,Female,58,69,Quarterly,130,8975,DSL,Debit Card,No
C12410,Female,49,54,Yearly,142,7687,DSL,Credit Card,No
C12411,Male,37,53,Yearly,122,6480,Cable,Credit Card,No
C12412,Male,36,69,Quarterly,82,5664,Fiber,Bank Transfer,No
C12413,Male,46,65,Quarterly,131,8495,DSL,Debit Card,No
C12414,Male,21,27,Monthly,53,1423,Fiber,UPI,Yes
C12415,Male,44,54,Quarterly,65,3492,Cable,Cash,No
C12416,Male,66,72,Quarterly,71,5122,Wireless,Cash,No
C12417,Male,27,55,Monthly,141,7740,Wireless,Cash,No
C12418,Female,32,56,Monthly,102,5714,DSL,UPI,No
C12419,Female,73,41,Monthly,76,3134,Fiber,Cash,No
C12420,Female,36,9,Quarterly,92,828,Fiber,Cash,No
C12421,Female,32,22,Monthly,134,2953,DSL,UPI,Yes
C12422,Female,70,3,Monthly,94,266,Fiber,Bank Transfer,No
C12423,Male,45,5,Quarterly,134,678,Fiber,Credit Card,No
C12424,Male,21,25,Quarterly,54,1361,Cable,UPI,No
C12425,Female,20,47,Monthly,44,2062,DSL,UPI,Yes
C12426,Male,32,71,Quarterly,112,7971,DSL,Credit Card,No
C12427,Female,38,32,Monthly,108,3458,DSL,UPI,No
C12428,Female,61,60,Monthly,121,7271,Fiber,Cash,No
C12429,Male,37,1,Monthly,114,132,DSL,Credit Card,Yes
C12430,Female,60,47,Quarterly,64,3011,Wireless,Bank Transfer,No
C12431,Male,24,55,Monthly,118,6491,Cable,UPI,No
C12432,Female,53,45,Quarterly,135,6071,Fiber,Cash,No
C12433,Female,20,45,Quarterly,44,1960,Cable,Credit Card,No
C12434,Male,54,5,Quarterly,73,354,DSL,Bank Transfer,No
C12435,Female,33,40,Monthly,93,3731,Cable,Cash,No
C12436,Female,53,28,Monthly,65,1814,Fiber,Debit Card,No
C12437,Male,49,19,Monthly,73,1391,DSL,Debit Card,No
C12438,Male,29,48,Quarterly,54,2572,DSL,UPI,No
C12439,Female,20,4,Yearly,148,580,DSL,Bank Transfer,No
C12440,Female,41,19,Monthly,53,995,Wireless,Cash,No
C12441,Male,24,61,Monthly,132,8057,Cable,Credit Card,No
C12442,Male,74,65,Quarterly,39,2541,Fiber,Credit Card,No
C12443,Male,65,26,Monthly,98,2534,Wireless,Credit Card,Yes
C12444,Male,71,19,Monthly,135,2559,Fiber,Credit Card,No
C12445,Female,20,29,Yearly,48,1395,DSL,Credit Card,No
C12446,Female,70,57,Monthly,95,5414,DSL,Bank Transfer,No
C12447,Female,57,72,Quarterly,51,3656,Fiber,Cash,No
C12448,Male,66,20,Monthly,127,2555,Cable,Cash,No
C12449,Female,46,61,Quarterly,93,5679,DSL,UPI,No
C12450,Male,53,1,Yearly,91,111,Cable,Cash,No
C12451,Male,19,24,Yearly,134,3218,Fiber,Cash,Yes
C12452,Male,45,15,Monthly,88,1313,Wireless,Bank Transfer,No
C12453,Male,51,25,Yearly,69,1725,Wireless,Debit Card,No
C12454,Female,42,54,Monthly,77,4144,Fiber,UPI,Yes
C12455,Male,61,68,Quarterly,124,8429,Cable,Credit Card,Yes
C12456,Female,72,30,Quarterly,95,2830,Fiber,Credit Card,No
C12457,Male,19,10,Monthly,75,733,Fiber,UPI,Yes
C12458,Female,23,29,Monthly,132,3831,Wireless,Cash,Yes
C12459,Male,23,26,Monthly,110,2877,Wireless,Credit Card,No
C12460,Female,38,28,Monthly,125,3502,Fiber,UPI,Yes
C12461,Female,42,17,Monthly,58,1005,DSL,Debit Card,No
C12462,Male,41,24,Quarterly,144,3446,Fiber,UPI,No
C12463,Female,70,37,Monthly,73,2705,Wireless,Bank Transfer,No
C12464,Female,65,55,Quarterly,124,6801,Fiber,Cash,No
C12465,Female,72,68,Yearly,52,3540,Wireless,Bank Transfer,No
C12466,Female,69,47,Monthly,97,4543,Fiber,Credit Card,No
C12467,Female,48,43,Monthly,52,2225,Cable,Bank Transfer,No
C12468,Female,67,14,Monthly,42,607,Fiber,UPI,No
C12469,Female,43,70,Monthly,112,7827,Cable,Cash,No
C12470,Female,32,24,Monthly,150,3612,DSL,Cash,No
C12471,Female,60,50,Quarterly,115,5744,DSL,Bank Transfer,No
C12472,Female,26,41,Monthly,79,3239,Wireless,Credit Card,No
C12473,Female,25,59,Quarterly,147,8665,Cable,UPI,No
C12474,Female,62,28,Yearly,50,1391,DSL,Debit Card,No
C12475,Female,48,62,Monthly,115,7126,Fiber,UPI,No
C12476,Male,19,40,Monthly,138,5510,Fiber,Debit Card,Yes
C12477,Female,60,67,Monthly,107,7174,Fiber,Bank Transfer,No
C12478,Male,49,32,Monthly,131,4196,Cable,Credit Card,No
C12479,Male,57,16,Quarterly,141,2267,DSL,Bank Transfer,No
C12480,Male,71,42,Monthly,94,3941,Fiber,Bank Transfer,No
C12481,Female,55,11,Yearly,144,1598,Cable,UPI,No
C12482,Female,22,42,Monthly,33,1366,Fiber,Credit Card,No
C12483,Male,57,37,Yearly,97,3601,Wireless,Cash,No
C12484,Male,35,56,Yearly,126,7069,Cable,Credit Card,No
C12485,Male,47,34,Quarterly,31,1052,Fiber,Credit Card,No
C12486,Male,41,52,Monthly,127,6603,Cable,Credit Card,No
C12487,Female,20,30,Monthly,130,3881,DSL,Credit Card,Yes
C12488,Female,68,65,Monthly,84,5469,Wireless,Debit Card,No
C12489,Female,49,21,Yearly,71,1501,Fiber,Debit Card,No
C12490,Male,44,36,Quarterly,110,3951,Wireless,Debit Card,No
C12491,Male,65,11,Quarterly,51,555,Cable,UPI,No
C12492,Male,65,50,Yearly,66,3303,DSL,Bank Transfer,No
C12493,Female,29,11,Quarterly,84,929,Cable,Debit Card,No
C12494,Female,60,68,Yearly,135,9185,Fiber,Bank Transfer,Yes
C12495,Male,51,32,Monthly,67,2137,Cable,UPI,No
C12496,Male,69,22,Monthly,131,2893,Fiber,Bank Transfer,Yes
C12497,Male,45,71,Yearly,140,9938,Fiber,Debit Card,No
C12498,Female,65,42,Quarterly,58,2427,Fiber,Bank Transfer,No
C12499,Female,38,26,Monthly,132,3450,Cable,Cash,Yes
C12500,Female,70,26,Yearly,148,3846,Cable,Credit Card,No
C12501,Male,33,11,Monthly,63,704,Wireless,Credit Card,No
C12502,Male,49,68,Monthly,84,5696,Cable,Cash,No
C12503,Male,36,29,Monthly,52,1522,Cable,Cash,No
C12504,Female,58,37,Monthly,36,1349,Wireless,Debit Card,No
C12505,Male,47,37,Monthly,127,4714,Fiber,Bank Transfer,No
C12506,Male,75,51,Yearly,150,7641,Wireless,Bank Transfer,No
C12507,Female,43,5,Monthly,55,265,Fiber,UPI,Yes
C12508,Male,51,48,Monthly,110,5261,Cable,UPI,Yes
C12509,Male,68,27,Monthly,51,1359,Fiber,Cash,Yes
C12510,Male,54,50,Monthly,114,5713,Fiber,UPI,No
C12511,Female,53,65,Monthly,138,8988,DSL,Debit Card,No
C12512,Male,63,29,Monthly,107,3105,Wireless,Debit Card,No
C12513,Male,75,8,Quarterly,54,431,Cable,Credit Card,No
C12514,Female,27,31,Monthly,56,1750,Wireless,Bank Transfer,No
C12515,Female,47,3,Monthly,61,192,Wireless,Cash,Yes
C12516,Female,38,39,Quarterly,73,2848,Fiber,Cash,No
C12517,Male,48,28,Yearly,105,2954,DSL,Cash,No
C12518,Female,32,18,Quarterly,102,1830,Wireless,Debit Card,No
C12519,Male,57,61,Quarterly,75,4568,Wireless,Credit Card,No
C12520,Female,20,43,Yearly,144,6184,DSL,Credit Card,No
C12521,Male,23,41,Monthly,130,5345,DSL,Credit Card,Yes
C12522,Male,31,15,Monthly,36,543,Wireless,Debit Card,No
C12523,Male,74,36,Monthly,38,1374,Fiber,UPI,No
C12524,Male,38,3,Yearly,106,310,Fiber,Bank Transfer,Yes
C12525,Male,72,53,Quarterly,150,7932,DSL,Debit Card,No
C12526,Male,19,11,Yearly,36,387,DSL,Debit Card,No
C12527,Male,20,4,Yearly,102,425,Cable,Debit Card,No
C12528,Female,23,5,Quarterly,134,654,Wireless,Cash,Yes
C12529,Male,25,41,Yearly,70,2853,DSL,Credit Card,No
C12530,Female,36,2,Monthly,41,65,Wireless,Credit Card,No
C12531,Male,22,67,Monthly,148,9898,Cable,Debit Card,Yes
C12532,Female,21,42,Monthly,113,4739,DSL,UPI,No
C12533,Female,23,59,Monthly,34,2008,Fiber,UPI,No
C12534,Male,67,22,Quarterly,96,2120,Wireless,UPI,No
C12535,Female,34,31,Quarterly,147,4546,Wireless,Bank Transfer,No
C12536,Female,43,23,Quarterly,69,1602,Fiber,Credit Card,No
C12537,Male,34,57,Quarterly,54,3092,Wireless,UPI,No
C12538,Male,70,22,Monthly,136,2994,Wireless,Bank Transfer,Yes
C12539,Male,49,56,Quarterly,105,5883,Cable,Cash,No
C12540,Female,67,13,Quarterly,143,1877,Wireless,UPI,No
C12541,Female,48,21,Yearly,65,1381,Wireless,Debit Card,No
C12542,Male,30,51,Monthly,88,4472,Cable,Bank Transfer,No
C12543,Male,48,64,Monthly,69,4418,Wireless,UPI,Yes
C12544,Female,62,43,Yearly,94,4042,Fiber,Debit Card,No
